#      MET_(days)  I_b_end_(A)    Rx_(km)    Ry_(km)    Rz_(km)   Vx_(m/s)   Vy_(m/s)   Vz_(m/s)  Eccentricity  Inclin_(deg)  SemiMajorAxis   Arg_Perigee    RAAN_(deg)   TrueAnomly    Ne_(#/m^3)  Neut_(kg/m^3)    O_(#/m^3)  B0xE(nT)  B0yE(nT)  B0zE(nT)  I_b_ave_(A)  |VxB0|_(V/m)    V_anode  V_cathode  T_temp_C_(ohm)  T_resist_(ohm)
      5.388888889    1.1431854  -5744.452  -1949.052  -3399.200   4267.126  -3103.883  -5417.876   0.002388801    60.1850496      6938.1560      12.75008       0.01131  201.5425125   2.96102e+11     2.7865e-13   9.8402e+12 -17367.65  -1780.76   6848.38    0.6875086    0.08963987    59.0956     0.0000        20.00000         4.48830
      5.395833333    2.2098965  -2178.915  -3279.902  -5722.832   7193.113  -1172.195  -2048.054   0.002391491    60.1851613      6938.1302      12.80963       0.01148  238.9045370   4.12013e+11     5.5350e-13   1.8956e+13 -14603.42 -15871.62 -10879.39    1.3290243    0.16514264   114.0594     0.0000        20.00000         4.48830
      5.402777778    3.0016662   2285.482  -3255.744  -5682.252   7152.302   1251.643   2181.626   0.002393631    60.1851603      6938.0508      13.07439       0.01172  276.1581648   4.46997e+11     8.7607e-13   2.8845e+13   5658.69 -26291.00 -20486.70    1.8047239    0.24550705   178.3862     0.0000        20.00000         4.48830
      5.409722222    2.1089512   5800.490  -1881.325  -3285.082   4138.476   3165.367   5522.250   0.002389155    60.1851814      6937.9683      13.33261       0.01173  313.5313569   3.03367e+11     1.2144e-12   4.1177e+13  36354.11 -17220.51  -2104.79    1.2671798    0.28312671   190.1965     0.0000        20.00000         4.48830
      5.416666667    9.4252122   6899.439    276.051    479.317   -609.942   3765.058   6570.756   0.002363325    60.1863877      6937.7704      13.59588       0.01156  350.9819543   1.41912e+12     1.0757e-12   3.6434e+13   3224.80    -22.89  31350.33    5.6905475    0.11033308   180.3284     0.0000        20.00000         4.48830
      5.423611111    1.2592609   5119.557   2317.965   4043.519  -5106.962   2794.340   4878.680   0.002329259    60.1878624      6937.5296      13.53511       0.01211   28.7732918   1.66735e+11     5.6178e-13   1.9531e+13 -33779.87 -17698.02   1717.73    0.7561606    0.24747891   223.3704     0.0000        20.00000         4.48830
      5.430555556    0.4330431   1204.578   3393.569   5922.160  -7468.744    662.265   1158.587   0.002326412    60.1879134      6937.5023      13.47095       0.01219   66.5144712   6.10240e+10     2.1057e-13   6.8655e+12 -11024.20 -30335.11 -25742.07    0.2599142    0.30113558   196.5479     0.0000        20.00000         4.48830
      5.437500000    0.6559253  -3212.364   3058.665   5339.312  -6723.541  -1736.526  -3028.167   0.002326227    60.1879153      6937.4850      13.41088       0.01219  104.1499415   9.54200e+10     1.9303e-13   6.1622e+12  22783.22 -27901.33 -22842.20    0.3937681    0.31031730   184.6851     0.0000        20.00000         4.48830
      5.444444444    0.4543959  -6300.752   1457.340   2545.751  -3203.301  -3408.328  -5947.195   0.002327869    60.1879691      6937.4627      13.34442       0.01214  141.6847685   6.77818e+10     1.9512e-13   6.4858e+12  30388.75  -9195.36  10054.57    0.2727441    0.20841002   175.4730     0.0000        20.00000         4.48830
      5.451388889    0.9199473  -6790.477   -745.504  -1298.586   1628.181  -3671.230  -6407.836   0.002330063    60.1880665      6937.4464      13.32676       0.01213  179.1024668   1.48257e+11     1.8312e-13   6.3635e+12  -2901.15  -1347.98  20822.96    0.5524221    0.07694513   150.8289     0.0000        20.00000         4.48830
      5.458333333    2.2924029  -4483.099  -2641.261  -4608.033   5788.370  -2421.184  -4227.779   0.002335245    60.1882479      6937.4078      13.37092       0.01226  216.4564993   3.94493e+11     3.8265e-13   1.3549e+13 -18153.21 -10543.26   1718.02    1.3782178    0.12743454   133.5858     0.0000        20.00000         4.48830
      5.465277778    2.8234455   -327.337  -3447.362  -6016.469   7567.479   -167.878   -295.877   0.002341051    60.1883401      6937.3359      13.57609       0.01251  253.7149605   4.39160e+11     7.1008e-13   2.3739e+13  -5673.64 -21395.69 -13799.88    1.6976676    0.18791707   163.5840     0.0000        20.00000         4.48830
      5.472222222    2.8636067   3962.538  -2826.668  -4934.830   6215.058   2163.945   3774.293   0.002340587    60.1883287      6937.2396      13.90954       0.01259  290.9516102   4.18070e+11     9.4425e-13   3.1825e+13  15906.20 -22135.96 -12122.70    1.7212947    0.21879603   185.3149     0.0000        20.00000         4.48830
      5.479166667    4.0739341   6604.427  -1031.555  -1802.868   2269.849   3603.765   6288.741   0.002331024    60.1885139      6937.1339      14.19097       0.01247  328.3442318   5.76617e+11     1.3255e-12   4.4543e+13  27773.67  -9006.64  14771.70    2.4503863    0.20525769   198.1226     0.0000        20.00000         4.48830
      5.486111111    6.8525663   6492.278   1193.242   2080.200  -2630.909   3542.828   6184.699   0.002290094    60.1902529      6936.8387      14.40558       0.01262    5.8615097   9.75973e+11     8.4245e-13   2.8944e+13 -20061.51  -4162.43  25298.93    4.1285638    0.13951591   198.2275     0.0000        20.00000         4.48830
      5.493055556    0.5631118   3670.507   2919.958   5095.193  -6432.362   2004.463   3501.250   0.002273727    60.1908677      6936.7190      14.28882       0.01304   43.6982834   7.80197e+10     3.6780e-13   1.2638e+13 -30388.96 -26419.04 -17336.71    0.3380018    0.31130835   203.4241     0.0000        20.00000         4.48830
      5.500000000    0.5572000   -681.336   3430.332   5987.758  -7547.982   -363.254   -631.040   0.002272601    60.1908762      6936.7026      14.23762       0.01306   81.3946292   7.82485e+10     1.9542e-13   6.2375e+12   5201.32 -31072.31 -26851.52    0.3344538    0.30328966   198.0176     0.0000        20.00000         4.48830
      5.506944444    0.6341530  -4751.665   2516.605   4394.506  -5532.201  -2571.132  -4485.601   0.002273203    60.1908935      6936.6781      14.15153       0.01302  119.0189623   8.62290e+10     1.9176e-13   6.1252e+12  29637.30 -21255.08  -6997.94    0.3806816    0.26010210   211.2976     0.0000        20.00000         4.48830
      5.513888889    0.7097080  -6858.203    561.955    983.581  -1239.556  -3709.842  -6474.892   0.002275431    60.1909692      6936.6563      14.09754       0.01298  156.5169333   9.90685e+10     1.8971e-13   6.4931e+12  14837.34  -4988.86  21309.47    0.4260441    0.13412003   200.5634     0.0000        20.00000         4.48830
      5.520833333    1.3330878  -6136.976  -1624.657  -2833.361   3557.169  -3317.600  -5792.191   0.002280797    60.1911475      6936.6184      14.08741       0.01302  193.9280675   1.87243e+11     2.4648e-13   8.6894e+12 -16154.05  -8822.95  13972.09    0.8005675    0.12756943   198.6737     0.0000        20.00000         4.48830
      5.527777778    2.4497408  -2886.302  -3141.436  -5482.163   6890.890  -1556.202  -2719.094   0.002289396    60.1912927      6936.5457      14.23007       0.01319  231.2121769   3.41326e+11     5.1535e-13   1.8063e+13 -14587.95 -20249.29  -6196.40    1.4720955    0.18059351   202.8992     0.0000        20.00000         4.48830
      5.534722222    2.8696696   1555.729  -3360.238  -5865.874   7383.091    854.785   1489.021   0.002294362    60.1913137      6936.4482      14.55257       0.01330  268.4007692   4.38131e+11     8.1534e-13   2.7218e+13   5363.34 -21198.95 -12640.76    1.7253086    0.18508314   169.6991     0.0000        20.00000         4.48830
      5.541666667    2.3833324   5351.228  -2185.681  -3817.238   4809.251   2920.281   5095.373   0.002291488    60.1913526      6936.3699      14.82012       0.01324  305.7531900   3.94236e+11     1.1122e-12   3.7703e+13  20176.34 -13949.69  -3174.35    1.4328905    0.17672675   144.5300     0.0000        20.00000         4.48830
      5.548611111    8.3319965   6918.036   -101.575   -180.064    221.952   3774.972   6589.217   0.002276999    60.1918772      6936.2499      15.04221       0.01311  343.2396047   1.29162e+12     1.1816e-12   3.9848e+13  10315.14  -2108.92  25145.13    5.0281678    0.11969098   169.5679     0.0000        20.00000         4.48830
      5.555555556    2.2136881   5597.628   2024.599   3531.906  -4463.263   3054.826   5334.481   0.002238173    60.1935377      6935.9758      15.07092       0.01360   20.9499400   3.19798e+11     6.5387e-13   2.2642e+13 -33628.55 -11747.65   8167.39    1.3300652    0.21770963   188.6218     0.0000        20.00000         4.48830
      5.562500000    0.4597590   1941.135   3306.049   5770.392  -7281.566   1062.638   1858.044   0.002234083    60.1936564      6935.9415      15.00367       0.01374   58.7178271   6.90852e+10     2.4771e-13   8.2454e+12 -16779.44 -30864.98 -29836.35    0.2759873    0.33654946   172.9797     0.0000        20.00000         4.48830
      5.569444444    0.8297143  -2524.379   3211.632   5607.443  -7065.549  -1364.276  -2378.595   0.002233497    60.1936624      6935.9190      14.92325       0.01372   96.4078868   1.15431e+11     1.9693e-13   6.2283e+12  19869.45 -27486.68 -19626.83    0.4981259    0.28156781   202.0331     0.0000        20.00000         4.48830
      5.576388889    0.4101770  -5944.551   1785.491   3119.324  -3926.671  -3217.194  -5614.472   0.002234804    60.1937063      6935.8946      14.84088       0.01366  133.9944104   5.64048e+10     2.0570e-13   6.8117e+12  26213.95 -12320.97   8526.04    0.2462037    0.19013912   206.4160     0.0000        20.00000         4.48830
      5.583333333    0.9599229  -6909.639   -378.597   -658.031    823.601  -3737.367  -6524.522   0.002237960    60.1938206      6935.8700      14.80305       0.01364  171.4601778   1.30987e+11     1.8337e-13   6.3712e+12  -3719.75  -4575.52  23485.48    0.5763265    0.10709302   210.0903     0.0000        20.00000         4.48830
      5.590277778    1.6238440  -5025.722  -2386.661  -4164.232   5231.442  -2715.970  -4743.398   0.002246305    60.1940281      6935.8101      14.84643       0.01376  208.8288540   2.11466e+11     3.4867e-13   1.2365e+13 -22791.82 -18086.22   1739.78    0.9752190    0.19741130   231.1914     0.0000        20.00000         4.48830
      5.597222222    2.4353550  -1068.580  -3409.705  -5951.803   7486.161   -570.473   -999.023   0.002254146    60.1940818      6935.7276      15.06783       0.01385  246.0706076   3.19673e+11     6.6843e-13   2.3004e+13  -3965.12 -25711.09 -12610.04    1.4631907    0.21167316   228.3044     0.0000        20.00000         4.48830
      5.604166667    2.2124408   3329.552  -3021.556  -5276.073   6644.726   1819.346   3173.206   0.002255847    60.1940965      6935.6390      15.38414       0.01379  283.3150431   3.69375e+11     8.8041e-13   2.9772e+13  12751.13 -16607.11  -8523.22    1.3299694    0.16335389   141.7480     0.0000        20.00000         4.48830
      5.611111111    2.8522607   6343.008  -1378.204  -2408.564   3033.984   3461.039   6040.627   0.002252240    60.1941877      6935.5891      15.53779       0.01371  320.8265160   5.34636e+11     1.3045e-12   4.4026e+13  21908.64  -7326.58   4815.74    1.7164977    0.15818167   113.4427     0.0000        20.00000         4.48830
      5.618055556    6.3348743   6711.365    839.358   1462.522  -1851.959   3662.305   6394.332   0.002226479    60.1954128      6935.3998      15.73410       0.01373  358.3629826   1.00200e+12     9.4291e-13   3.2208e+13  -9993.13   -933.61  25558.27    3.8188665    0.09498942   161.4319     0.0000        20.00000         4.48830
      5.625000000    0.8730922   4277.446   2706.313   4722.905  -5965.475   2335.106   4079.254   0.002209932    60.1961250      6935.2816      15.65953       0.01413   36.1727338   1.35413e+11     4.5877e-13   1.5844e+13 -33375.50 -19341.71 -10029.84    0.5242444    0.27045223   162.7441     0.0000        20.00000         4.48830
      5.631944444    0.5632597     59.002   3444.809   6014.013  -7585.442     38.677     70.803   0.002208573    60.1961496      6935.2663      15.61617       0.01419   73.8890257   8.84401e+10     2.1121e-13   6.8360e+12    838.81 -31820.45 -33599.90    0.3381464    0.33934026   158.5449     0.0000        20.00000         4.48830
      5.638888889    0.6349043  -4185.235   2751.320   4805.133  -6052.412  -2265.224  -3952.088   0.002208746    60.1961749      6935.2423      15.52810       0.01412  111.5489997   9.01015e+10     1.9808e-13   6.2686e+12  28279.92 -19703.28  -6572.00    0.3811096    0.23651340   193.9758     0.0000        20.00000         4.48830
      5.645833333    0.7652130  -6697.546    918.290   1606.050  -2023.016  -3624.432  -6326.788   0.002210712    60.1962525      6935.2206      15.46675       0.01406  149.0846951   1.05563e+11     2.0924e-13   7.1772e+12  15166.40  -6038.21  20071.35    0.4593756    0.13026947   205.3925     0.0000        20.00000         4.48830
      5.652777778    1.8567959  -6445.303  -1294.117  -2256.566   2832.926  -3485.657  -6086.646   0.002217239    60.1964724      6935.1738      15.43586       0.01408  186.5360566   2.43892e+11     2.2045e-13   7.7485e+12 -21019.48  -9775.00  16819.59    1.1152370    0.16425686   227.4646     0.0000        20.00000         4.48830
      5.659722222    1.6880975  -3534.746  -2972.666  -5188.331   6521.767  -1908.176  -3334.242   0.002227646    60.1966572      6935.0938      15.55356       0.01424  223.8505402   2.14019e+11     4.8405e-13   1.7048e+13 -19401.75 -26962.87 -12655.38    1.0137145    0.25778070   243.8416     0.0000        20.00000         4.48830
      5.666666667    2.4612152    835.400  -3422.799  -5976.097   7521.557    463.256    805.529   0.002233419    60.1966622      6935.0059      15.83747       0.01419  261.0718325   3.40732e+11     7.8779e-13   2.6866e+13   8821.48 -23906.90 -12533.84    1.4789061    0.20328783   205.4712     0.0000        20.00000         4.48830
      5.673611111    2.0311273   4857.833  -2453.830  -4286.138   5400.306   2651.422   4626.719   0.002232189    60.1967222      6934.9318      16.10522       0.01404  298.4139699   3.56760e+11     1.0275e-12   3.4958e+13  16272.03 -12639.66  -3326.05    1.2210306    0.14783712   128.1006     0.0000        20.00000         4.48830
      5.680555556    6.4245410   6857.217   -463.821   -812.689   1020.327   3741.750   6532.232   0.002223671    60.1969817      6934.8537      16.28580       0.01393  335.9367333   1.09398e+12     1.2757e-12   4.3064e+13  16567.56  -3914.65  16446.81    3.8756953    0.13416812   140.1208     0.0000        20.00000         4.48830
      5.687500000    3.2611883   5994.233   1719.429   2999.506  -3792.684   3271.192   5713.129   0.002187524    60.1985189      6934.5967      16.40660       0.01427   13.5619760   4.92851e+11     7.5188e-13   2.5996e+13 -25961.09  -7058.42  14842.73    1.9611515    0.15967307   173.5046     0.0000        20.00000         4.48830
      5.694444444    0.4727856   2628.103   3184.744   5559.429  -7019.070   1436.528   2511.286   0.002181390    60.1987251      6934.5489      16.33173       0.01447   51.3580630   7.58009e+10     3.0733e-13   1.0423e+13 -23685.78 -25519.85 -23110.91    0.2838081    0.29854302   151.9836     0.0000        20.00000         4.48830
